product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
02ca56d6ca8d517a067869b6b6543ded,pet_shop,590,2650,10,73000,200,400,600,0
35b85b6e9fb3bec1fb60fc7ed4204101,utilidades_domesticas,370,8850,10,15000,360,150,160,0
3025303c80b01a0926fda2841cc31b4a,esporte_lazer,560,2220,20,21000,400,250,280,3
ccf62ee5ee151b8c5ce49beda185a66e,moveis_decoracao,630,4550,60,189500,850,70,850,4
6211cde2a8e52071bbb756f59569701b,consoles_games,630,710,30,8000,200,200,200,0
927a7ee2d74e3a1123047f40b42fcc09,brinquedos,500,1610,10,13500,270,250,270,0
106ebc8f9982193679d02a4584947b89,automotivo,590,1140,10,3000,160,20,110,9
9c1e194db1d35a79d962ea610bfe0868,perfumaria,400,8710,10,830,170,80,130,0
995f41643437250fce96885e56dd05d3,telefonia,570,39230,40,1500,200,100,150,7
1f9f5468776e35e451d4e2eabf10c523,utilidades_domesticas,600,5470,20,4000,400,100,250,0
65a664671b56435d4b383cdb373f1b94,informatica_acessorios,480,7740,10,1500,160,50,110,5
251876e7ba013b87b7262fb2524e2d60,bebes,370,5060,20,17200,330,360,270,0
bfddb6c856f2b1dc2c2aee34842c31b6,casa_construcao,570,14470,40,51500,400,300,300,0
6db39def795b8e1cfff57328bb3869db,eletrodomesticos,600,1740,10,15500,650,70,380,0
7d122633abe5616b25c4d1d42c6e2d72,papelaria,570,2940,50,63000,380,300,280,0
e0cd006cb0ccbbf5e501be0df7c1e5f4,bebes,360,800,10,1950,150,110,120,0
41f6fd456756328fcd5fe7c04bf8e335,utilidades_domesticas,380,4180,10,2500,280,60,120,0
12a146749cb72ebfde01a89105df1897,esporte_lazer,490,20090,40,2330,220,160,140,3
3dff8f7d2b529f106998c4682b0eafa8,perfumaria,450,6160,20,4000,160,160,160,0
c05aabbc0dbb2f3569cb54fe92fee96d,consoles_games,450,8810,40,4000,200,300,200,0
667eb888c47a21cb0cf296deb4eb57aa,beleza_saude,430,15350,10,3370,190,120,140,2
bf937a731d01528bc2c8b11863de7586,pet_shop,560,11150,20,11850,300,100,210,0
31b12ca9e842bf87e308c2d92b660b36,perfumaria,260,2100,20,2500,160,110,200,0
6c3effec7c8ddba466d4f03f982c7aa3,consoles_games,560,2370,30,1000,160,120,120,0
fe0a8502d28faaddaa89ebedadc543ae,automotivo,550,1710,20,1000,160,160,120,9
99444c1e11fc38755dae86f5c67d3d1a,cama_mesa_banho,400,1620,10,9000,330,90,380,1
a322cb898d31adbe4a4de692f4bc0276,esporte_lazer,500,6230,10,12000,190,180,160,3
0e839be47c2dc028ca3d90e65732b14c,moveis_decoracao,520,20570,20,7000,600,70,140,4
1ec18a242e7ed004de8161b60f0262b1,esporte_lazer,590,6280,10,2500,190,60,160,3
ab29983671266e9f7c999f8c6ce26541,informatica_acessorios,590,12260,10,8000,330,120,110,5
ef226f256d9c1986ee2d02ff216b15c3,instrumentos_musicais,580,9400,50,15000,300,100,250,0
48cf041a87beac458328d395d035515a,telefonia,580,4280,20,1500,190,40,110,7
2858d6de97a772474d7ad96a894f7166,market_place,210,3280,10,35000,200,350,120,0
b47e709bbae4533598f806553accd469,informatica_acessorios,320,4980,10,2000,180,90,160,5
e2f3f7ec8185e5931ae0faaa63175ae8,brinquedos,440,4370,10,48500,500,120,500,0
f045dc40e1d54d2f70286e4cbb07a357,casa_construcao,500,8980,50,5500,170,260,170,0
ac9582d10bd0aa9ee0e32da77c4495b6,fashion_bolsas_e_acessorios,310,1770,30,2000,240,90,160,0
dc5810c618a462436499ac6e62aeddc3,esporte_lazer,410,2490,20,7000,200,150,150,3
232906919fb046e3d050f8dd336b2634,livros_interesse_geral,340,3180,10,2500,290,80,230,0
878699846fa5ea02a5b41e59f7c4439d,moveis_decoracao,490,9600,40,28000,380,200,380,4
88596b69f04745db1f8ba135da5c708d,papelaria,590,2960,10,3100,210,70,150,0
0e20a07ca1714df21f9b07ca3bf7c682,eletroportateis,410,6750,20,208000,750,400,400,0
d5dceef582538ae853072860d4bff29e,brinquedos,470,12050,10,6000,250,130,200,0
9373cd8d23754193eb73e734128d55bf,cama_mesa_banho,590,6190,20,8500,550,70,340,1
4954affcf6b8e0fbd3b4780a9baab238,moveis_decoracao,490,6570,20,2250,210,50,140,4
88703479ede641552b11881f0d2a6f6b,utilidades_domesticas,420,5660,20,22500,520,30,320,0
55d139324dfb785b405ef1e11f119adc,casa_construcao,460,13300,10,7380,230,160,200,0
b891c682fc2f37ea421cd3bf2f4fcd00,utilidades_domesticas,360,1660,40,4500,160,250,110,0
8f182b62914de7e1eac12f09b125e9a6,casa_construcao,590,6640,10,87000,300,350,300,0
b2fb8ccacff645e701cd692064ad09c9,cama_mesa_banho,560,950,10,5500,200,100,150,1
f07dfd51b27ae763526ca43745920b7d,cama_mesa_banho,360,5780,20,1750,230,60,130,1
0ca31cd8916e06a977f3596faddc6852,automotivo,600,7030,60,90500,560,110,320,9
72973442f7f31108993a1f26f325f717,instrumentos_musicais,530,6470,10,53000,300,300,300,0
f27f59721d5a9cb39432b91f812ee308,bebes,340,4690,10,3000,250,80,250,0
929f6896d3fbc8e476b46533ccab428a,telefonia,350,8700,20,670,180,50,110,7
cb584c49f570fef84e71a4297652bd48,malas_acessorios,290,5990,50,3750,280,190,290,0
9ef6c728ed471353c6f06bf8013882c5,fashion_bolsas_e_acessorios,460,1180,30,10000,200,200,200,0
86271c025e6ff0c1d327388c0b4c811b,cama_mesa_banho,490,2070,10,25000,550,250,350,1
e20b58fe57d487f33247e6cc1154eb9c,automotivo,510,12210,40,12000,200,200,200,9
2084a7e9b0fac4aca4265ccd0240bd0d,moveis_decoracao,580,4460,10,4500,290,120,260,4
3914a208bb9313e3d980399268ddd54e,ferramentas_jardim,400,12220,10,2000,160,100,110,8
0c787112ac1b5dce38f58d7feb8c23d7,livros_importados,450,12110,10,5000,330,60,220,0
7ac0d3f8ac5b60c13d74b02b8cbb4623,pet_shop,400,11100,60,10500,200,170,250,0
bb0b9e9816a548820fce168271eaec29,esporte_lazer,560,8920,10,59500,200,110,200,3
723e9600f7fff7de1d8544ecdfb97104,esporte_lazer,580,2200,40,4000,300,60,200,3
821f6f2b173248cc704e369c94228008,beleza_saude,580,15520,50,221500,580,940,290,2
29279408d40e4f6e9c9ad85e4e97d676,fashion_calcados,500,6470,20,13000,200,90,210,0
0748257f14bc904fad9f67fffa335483,moveis_decoracao,570,20640,40,57000,850,100,400,4
19fee5d5b066841b45bc3e97832fa654,artigos_de_natal,270,3410,10,2000,160,480,110,0
c827fb43ad0fb8708f34c2911fdc164b,esporte_lazer,530,6990,10,106000,260,300,260,3
7509198b81c7761e30fc8845ccf330b0,construcao_ferramentas_construcao,580,1510,10,2500,200,100,110,0
1b01cabd433131aec917576c347f0dbd,relogios_presentes,520,6870,10,5500,200,120,150,6
54b391a91c3b1a1e22af86434155834d,artes_e_artesanato,350,990,10,2670,240,70,130,0
8ea996926ff2f9c0e50e2f70b8e01051,beleza_saude,400,35930,10,11000,160,190,150,2
7ee6dbf13ecd5dc58d07fd0fc2eaf49a,beleza_saude,370,7800,10,2500,170,120,120,2
6c78dae2a9cfc8e02ee9cc39af4be3ca,climatizacao,600,7240,10,48000,530,210,360,0
fe6f03cedd96bcbc5c8726c5963fd35c,cama_mesa_banho,480,6390,10,12500,200,160,200,1
f936a018eafeb52059650c9e977b53eb,beleza_saude,410,13760,10,16130,180,180,150,2
a5d39bdbd8f8873a55299222206fd522,ferramentas_jardim,550,6170,60,3400,140,160,130,8
b4f2839696df5de18aa7168fa62f650d,eletrodomesticos,550,1190,10,4250,440,140,340,0
ed57c392fcdb758e2aae5d3b2c8abfc1,eletronicos,570,6870,20,2000,160,100,160,0
777d44411c685bf4d03294fc52d263b5,esporte_lazer,350,3900,30,3000,230,170,130,3
eb41f1f2a3acc800eacb69d0b5c63881,esporte_lazer,390,17850,10,4500,160,100,120,3
da9e08537d4ddc6682410370bbbb04f1,automotivo,560,17230,60,2500,250,100,150,9
c3f6113d5b61bc95468432072b27e23d,informatica_acessorios,640,6760,10,3000,360,90,110,5
f8e02d03ec6d8976eb802198aab5b4bd,moveis_decoracao,540,430,10,12500,200,120,120,4
250a5d56eaa9f1bb1a998ddb0a10a2f9,cool_stuff,260,8870,20,10000,160,190,150,0
bb185a3def84599e9c16a8f88bb9379a,moveis_decoracao,430,1820,20,2000,200,50,200,4
829002c1d5f40820ebbc6ecd4bcdf3ab,casa_construcao,590,6640,10,51500,300,350,300,0
ddd8d70dbc1a5ffe5431c810baf7fec2,construcao_ferramentas_seguranca,510,6990,10,6000,230,100,140,0
ecc7e6fab3b3398b08af2baf86214af6,telefonia,510,20790,10,1330,190,50,130,7
16616beea59b12efb813aafa8b759f23,telefonia,500,19860,10,1000,190,50,130,7
af79de12e005e141b22ab97c807e76d3,fashion_bolsas_e_acessorios,370,8280,10,1000,160,140,140,0
6d8e78c479334cba03552e61a97eca2e,fashion_roupa_feminina,400,10660,20,10000,270,120,230,0
36f78198534cccd08c53c29b56e82d55,beleza_saude,520,17840,20,1500,160,60,110,2
72d2aa9f75bba9d406d4c7170d226c6d,moveis_decoracao,560,2550,30,1000,160,30,230,4
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,600,24970,10,36000,200,200,200,2
6be1edd09e2decfd7bb76220355bc693,moveis_decoracao,540,6460,10,2500,160,300,200,4
0eeeb45e2f5911fd44282e5bb0c624ff,musica,580,1430,10,820,120,150,150,0
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,570,2720,10,22000,160,20,110,0
1b0e9a414e59a00b13262ffb248ed9b4,alimentos_bebidas,570,4000,20,2620,280,150,200,0
c11485ba18bc927ccd486e58eaea6ef0,moveis_cozinha_area_de_servico_jantar_e_jardim,530,2200,30,10000,200,300,200,0
53bf7ec76fb003c1e46c3811fb17727f,esporte_lazer,440,3460,10,3000,200,200,200,3
c858372eb8a0a3a6aa697701ade01698,automotivo,620,2160,30,5000,200,160,200,9
1d0f7339adddb21ecab3c4170865ffdf,ferramentas_jardim,530,2280,10,17000,310,110,110,8
8e023144385596d8dce754c39ea479f2,papelaria,420,14140,10,7300,180,280,180,0
a58d73d571793d350bfd31a624416f2d,cama_mesa_banho,580,14910,10,16000,280,100,260,1
74ae869eb82594d9cbe6e934cf143e0c,telefonia,600,7510,30,1500,170,40,120,7
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,540,11620,10,11000,290,30,210,0
288c3dc4b5fb8592ee07b0c495ab49cf,telefonia,580,2590,20,700,190,40,150,7
3ceb44c75e6981ff0987bb90c95694c0,moveis_decoracao,630,12140,50,4500,500,30,250,4
dbbea200ac1f56940332252411b43503,papelaria,550,12730,30,86000,460,70,460,0
4ce81153410b379f2ccab68653ca5fe4,moveis_decoracao,320,2970,10,4000,530,150,530,4
c706d50b57c9e83293c2586d01f32445,papelaria,600,3100,30,6000,250,70,240,0
e3968a0d1e607b271be1b000ee1a2d8d,esporte_lazer,560,33250,10,23000,380,380,320,3
bf5c9388b3b4225c6578eadbde4781db,utilidades_domesticas,530,20140,50,1170,210,90,110,0
403e95f4460939e06a89a253a15dd99f,casa_conforto,580,2170,30,9000,300,200,300,0
20340463234672489d7a3437445df770,moveis_decoracao,560,20510,30,6000,680,80,130,4
f7c98cd8b2d4d3b9a2d1322721e60a5a,construcao_ferramentas_iluminacao,580,20250,10,32000,180,230,250,0
db91bca0e0253d71433c22ac5acd0fbe,papelaria,450,5130,20,5750,230,260,140,0
701ff123e9085dcc9c2f833efded6374,cool_stuff,500,2680,50,106640,610,630,350,0
7d1fc7d682f6a5c8e47437e3540f4415,cool_stuff,590,8120,30,34000,370,270,220,0
a270b2f4aad055863b643395b987d151,esporte_lazer,400,2450,20,10000,600,150,150,3
266f0c6925e7873790f11b920c701190,eletronicos,440,2260,10,1500,220,80,120,0
421890faa615c929339e62ace8ef69c7,construcao_ferramentas_construcao,590,1450,60,97000,440,150,330,0
9ba9e0b736763a4badc2d630822c0a1c,utilidades_domesticas,590,14030,100,300000,600,600,600,0
afe91b92e9fcb77e66f33901b67c5cf5,informatica_acessorios,570,13910,20,4000,180,120,150,5
bde643c31f72e37dd1aac0c43e130ddc,telefonia_fixa,540,19860,10,21500,210,210,210,0
4927206e432eb9e2cb9f4d182a16c7d5,relogios_presentes,560,4860,20,3670,180,80,120,6
337c81a0f9e751b6cbdf56680a33c365,esporte_lazer,560,6350,10,1630,160,90,120,3
70c09a6d537cf2d213fe0169db7d209f,esporte_lazer,570,11010,40,12500,330,300,210,3
cb9ebc2581c01de678351c46f55f7f7f,esporte_lazer,330,6930,10,8560,220,200,210,3
6a1281ddeb8279b7748a31ffe3e479b4,eletrodomesticos_2,330,1110,10,66000,420,420,260,0
f2bec64d5d795250be5e5ec2d38a19b6,moveis_decoracao,520,6140,20,288000,600,600,600,4
bad25f9c179bd093af5ce28af7fd40f5,informatica_acessorios,360,2180,10,9000,300,140,110,5
d0b746fab0f305184f317eab7547fec3,beleza_saude,500,8330,10,15250,250,160,180,2
f5c2634e0db9ac43af7775a6091ee2db,esporte_lazer,520,11210,10,3280,180,110,160,3
a406f14e110f4ccb46059586e9440400,telefonia,480,14400,20,1000,180,60,110,7
542631a181ee1e3bf2b774a7c5344102,telefonia,580,5670,20,1000,160,60,150,7
36bd3e4daa4604d112f17dccd24ee59e,telefonia,480,4190,20,1500,170,80,140,7
bac454a7993cf166c5bcfddba6462a02,utilidades_domesticas,280,890,20,103000,400,400,200,0
629506c6fad04664b0daf2a5105d6748,moveis_decoracao,320,3940,50,20030,370,270,240,4
83aa48c17491b729e02a906644a54fe2,relogios_presentes,570,33550,30,2000,160,20,110,6
84904413b82eee333a3f79137e8d197e,ferramentas_jardim,600,17990,30,16000,180,220,170,8
96d04f44d303175353cc3032d89eefb1,esporte_lazer,630,9420,10,2000,160,30,110,3
1cd7f362c94c8a3a854103a8da2d8f43,utilidades_domesticas,310,3700,10,12500,260,100,260,0
b7e5e565cf760233e922ed01e122ca8b,relogios_presentes,550,5020,20,2500,160,110,110,6
e579c56ed22a86edeb6e142d180972c0,pet_shop,630,14510,30,70500,400,200,500,0
19db7ccde0bb9cb62b208b2b3b794927,telefonia,570,10090,10,2000,180,60,120,7
704706b137a32978f55b31f47aa806b5,brinquedos,460,3840,20,62000,540,280,200,0
13378a2e50038c0cce4adb16486e3a6f,beleza_saude,360,17180,10,2000,180,80,140,2
2295c573e69974c45434ba00300189f4,relogios_presentes,550,1790,30,1500,160,20,200,6
8ccac7e503c0ba1f7e7b3aafeae52cca,moveis_decoracao,350,5960,40,55000,320,320,320,4
e4782ca6e59722999a1b22f350c28ddb,esporte_lazer,300,8150,10,10920,270,270,230,3
787a4f84b1a006dcf7b568487c8589b8,informatica_acessorios,310,6140,20,3150,170,90,170,5
b7a64f15c532c9eacbaa11cbef1bc969,moveis_decoracao,580,5990,10,188000,600,700,600,4
8d441ed10f519b5a689d263b009ebf85,relogios_presentes,600,1020,30,4000,400,100,250,6
173c08b531cec70292992396ced22e7d,moveis_decoracao,260,3750,10,16000,350,80,350,4
2ca9b05a180977644da5c44cb49c1c6c,moveis_decoracao,420,1220,10,5660,480,190,240,4
586328f570ac0b651d452f1227db4d1c,relogios_presentes,470,4340,10,1190,170,100,130,6
bd4007f3a50676aa56e2696897f4a706,esporte_lazer,490,6130,40,39000,300,800,200,3
05bee157001350b29b1e48395f6736a5,market_place,430,12340,30,21000,190,270,380,0
0884a967f6a45838a8fa6cec1c74cf2f,cama_mesa_banho,580,3730,30,6000,280,60,230,1
3fdb534dccf5bc9ab0406944b913787d,fraldas_higiene,580,6340,20,6000,210,120,170,0
2d1a8b45479472a709ff5e6be0f1341f,moveis_sala,550,15690,30,296000,500,600,650,0
ad2cfa7f56da484302e01318376548a3,bebes,420,3570,10,29500,300,100,400,0
155a2d804e1562dedf47f5a300115c7c,utilidades_domesticas,560,11840,10,16000,350,100,350,0
931541a73da8874f772b1fa532b99fea,ferramentas_jardim,590,16080,20,13000,160,650,160,8
7272a36ac93b0f214500840025f04a73,moveis_decoracao,280,14050,30,2000,350,20,250,4
fde84a599b4b96ce7eef9109caece04b,automotivo,450,6600,10,1000,200,20,150,9
7fa573c197477e03953feaa1d44bf28b,bebes,490,13860,90,152000,480,610,470,0
450dacaafbbed8ba05e3ea722ec893d9,instrumentos_musicais,490,1880,10,1000,170,80,130,0
8f2fb4fbf4005e8763fc99f57dabb236,informatica_acessorios,340,5610,10,2500,160,70,160,5
5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,630,10260,30,6000,380,120,250,3
63a2b46cda9cae69cbbb77dc2b0165ac,alimentos_bebidas,340,12750,20,11000,250,60,250,0
b72b39418216e944bb34e35f4d3ea8c7,esporte_lazer,390,1410,10,7670,260,80,200,3
06c38a87544301cba8b0fb5a0796383d,brinquedos,450,5530,50,23000,980,120,200,0
ea20f928ceaa7f146fe62a0cc8413ee5,moveis_decoracao,520,17860,20,5000,680,80,130,4
59fb1c8d9f3640a622cf774c3867e170,automotivo,510,4550,10,8330,260,140,150,9
0bbb557651f08b3c732d9836de4d0bc3,market_place,410,6260,10,56000,600,150,400,0
752aa5bbc175624474d9dc15558755e1,cama_mesa_banho,330,2150,10,6000,400,50,300,1
bf7727705a701b9c135cb00df5a2dc5d,cama_mesa_banho,500,4590,20,15000,400,200,300,1
ccd07b6f4549c05a7e7c2ede0569fe49,beleza_saude,440,1540,10,6420,180,130,150,2
f2ce47f623d935ff5d28c942f4dcb7cd,beleza_saude,320,6710,10,2250,180,150,120,2
69ff1e4ad10ccba4d0e1ffc0aa771380,relogios_presentes,500,15790,50,1500,160,160,160,6
6549e167bd865197f8bc7ce7f82aec55,eletronicos,470,2840,10,22500,450,160,320,0
4828a218442ec2f75d8f75f4c0552781,cama_mesa_banho,590,5440,20,169500,400,200,300,1
bc4c74766d34e4f4f9b803e75d1e689d,relogios_presentes,550,5700,10,3200,170,100,120,6
0aa63972ae4967bb6874df796163549d,pet_shop,630,14400,30,50000,400,200,500,0
ac7e25ab6b98f4508fcc4f5a85740011,esporte_lazer,550,11220,30,7000,200,100,150,3
5b76cbb9c422e9f3920a1a75a88f0cf0,casa_conforto,280,1020,10,2000,300,150,150,0
cef4f90ce027751d3acd18e554ca3e4c,relogios_presentes,580,3290,40,14000,330,100,330,6
9b79fa6654cc0c0440fa9a1f52d2f248,perfumaria,590,12950,20,6000,190,90,140,0
c69a909c359c635a647fb23aff17b362,esporte_lazer,600,5310,50,7000,1000,190,190,3
c3a52053718435a35e070b991ff546ec,utilidades_domesticas,440,3290,60,4000,160,120,120,0
3f31e91ff55912757b04a48d7c1337cc,automotivo,560,6510,50,69500,780,40,470,9
800f75019492a0d9ffb2483ae65b59f1,fashion_bolsas_e_acessorios,330,3710,10,1000,170,30,120,0
bdb0adfd465b18548a50bafc2a8e8ea6,brinquedos,520,9220,30,12000,500,150,320,0
1f2b3e5d739add9d4596ba6de24204d4,beleza_saude,590,9260,10,103500,360,190,400,2
74cfb67b11aa83ec20fbb297748c8352,moveis_decoracao,540,15280,20,7000,680,70,130,4
908a8949fc2615cde40d1568d16aa6ca,esporte_lazer,540,7890,40,9000,350,100,350,3
00f8c37377b038c9c791128d2f928111,eletronicos,320,3020,10,1000,190,150,170,0
80e93c9ff199f2b00ecc1962d520c339,telefonia_fixa,310,8880,10,11000,300,70,200,0
76f3a48853690a1aacb7c3adc9831ccc,esporte_lazer,570,5450,10,171000,320,320,320,3
194e74feac1f84a8ee5a517d4b3e107a,pcs,590,39130,20,141500,520,270,520,0
564e4a218887ce7c6934723cc716d297,esporte_lazer,570,7870,10,32000,300,420,200,3
be4247cbfa1bf907db555eed70cdca03,moveis_decoracao,530,5860,10,21000,350,90,250,4
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,570,9190,60,5400,160,270,160,0
743c14ed5f01c78944d28320cb2cb8e2,livros_interesse_geral,540,4290,50,6380,160,180,180,0
69b45497bec8e36af6fd1a31b2cd8f9f,eletrodomesticos,510,31340,80,9500,450,140,350,0
0a4af8f868e8a22b279c9d0a24d36537,moveis_decoracao,600,5380,30,5000,170,170,170,4
fd87595e4b416c50ca77899592f2bef3,cama_mesa_banho,550,5050,60,11170,310,150,260,1
0b9d32c4f39a77eca7f39c5b69ebc690,fashion_calcados,400,3030,120,3000,290,70,160,0
707f450cad7285fab5ad90bc3e7edb0c,utilidades_domesticas,590,6040,10,13500,200,260,200,0
37b57a225c7a1f044857d1dde7d18750,instrumentos_musicais,500,9050,90,13000,420,80,380,0
87d0c9b6b7e52840a7f3d9aa0efb0003,pet_shop,190,3360,10,2000,300,300,200,0
ab459aea1242203ebcbd7b18c2c6e6b0,market_place,160,7260,10,2000,250,100,160,0
6464a70bdd9b0f0dd41a7ceee51c9c7e,cama_mesa_banho,590,3650,10,17000,350,90,360,1
0418d6ca9336c4a7ef9667aac0be1976,consoles_games,530,5550,20,2600,180,120,180,0
ecd5fb40310b0f37e80e312bccc3b1ee,esporte_lazer,440,7200,40,10000,250,50,250,3
f8b1b810ffb15e012d0ebba1be2810aa,moveis_decoracao,470,4010,10,11000,160,150,180,4
1015f4f024ec3cd0f9516a779ece52dd,moveis_decoracao,630,4180,10,11000,450,150,350,4
10feace590e85f3804756b2fc1f6bbda,eletrodomesticos,460,1470,20,12000,200,120,150,0
37c599910c4de68c0bf1af0c6428ab1c,moveis_decoracao,370,3570,10,6500,330,330,110,4
b582be000fb3a394254623d5dff60f56,beleza_saude,300,29490,10,1000,160,90,110,2
cf8316c961640d38321241895b7811c2,cama_mesa_banho,560,1890,10,18000,460,30,340,1
96717b4e4fba4d6fa1c3d179482afbe7,eletronicos,400,3990,10,3000,250,70,160,0
40c9f84a8919516ca9b0d6a9f5ad27f4,fashion_bolsas_e_acessorios,450,8020,10,1000,160,50,160,0
a20f56d082d66a0caeab963592f3cad5,beleza_saude,450,5490,10,6500,190,120,130,2
cbece6847b36d3dc8a96c42da245ca80,construcao_ferramentas_iluminacao,590,9850,10,7500,160,200,160,0
56c0a9eb43edf8247a0a2ef0f08af0f5,cama_mesa_banho,490,4400,20,10000,500,160,160,1
308a7360ee2e0ecfb6aa7708428692af,eletronicos,560,5680,10,1500,160,70,110,0
4720b3e7d949046722aaa29eb7c29d9f,utilidades_domesticas,500,3000,30,3000,160,160,160,0
315c6373ff469f7b7f60bbb36c319f7b,cama_mesa_banho,560,1050,10,5500,200,100,150,1
7384a19bf6df5d6139bc52286cd26c2e,alimentos_bebidas,460,5530,20,95500,570,400,250,0
6c0ae7177d10a10c697443a3d27584c4,esporte_lazer,480,2060,10,4000,380,60,110,3
47356bc50df2353e354ef15c95306567,esporte_lazer,560,2020,10,6000,250,250,250,3
205448428c05215b1d0bd5c9d2a1ee3c,cama_mesa_banho,600,7660,10,7330,280,20,230,1
0043d1a25ef08fb6f41b8fa6f91742ab,construcao_ferramentas_construcao,590,16910,10,204000,300,300,300,0
97ab901f90b75df669b546a1d68d0512,brinquedos,280,2000,30,156000,1050,300,300,0
b564734ddca77a1cf8aea20acd9cd9b5,utilidades_domesticas,470,10540,40,15000,250,170,120,0
a4d286543a67e29c930c99cbd7a55a8f,utilidades_domesticas,350,4650,10,7000,280,190,260,0
48cff86e739b8e4dec45e95a05bb0d9b,moveis_decoracao,550,5410,20,142000,490,420,420,4
1fafb4fdc8f7b3d202cb39f1218934e7,informatica_acessorios,340,2770,20,1000,200,30,150,5
6e79f7513adfd9ac67faa19f0d4ace53,informatica_acessorios,400,4490,10,3500,270,50,200,5
7bf86b4bc4b643b992d0eeb1514831e7,pet_shop,560,23470,20,84000,850,100,600,0
ba74c6b75d2ad7503175809688d5a03c,relogios_presentes,590,10880,20,2920,170,80,120,6
2f1507d615de7f4f0e73e3be811ee6bc,perfumaria,440,10710,20,6000,180,90,130,0
063d853b6d570a9a5d06e8e044658c21,esporte_lazer,630,17770,100,9000,220,150,200,3
fcc54227ff8274a40686b505d5874e8c,beleza_saude,480,36300,20,23000,330,100,160,2
f40ef461e35cca158e568c17293fb5be,telefonia,270,4020,50,1500,190,30,110,7
04ea63ab87df726ebf45c0982dd90a1f,bebes,470,10590,40,4500,300,60,230,0
4b05791ca096d2b0b87fd292dbd751a1,utilidades_domesticas,510,970,50,2000,180,40,120,0
